video_path,label,dataset,group_id,split,action_labels,license_status
datasets/private/scfd/fight/fi022.mp4,1,scfd,scfd:fi022,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi023.mp4,1,scfd,scfd:fi023,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi024.mp4,1,scfd,scfd:fi024,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi025.mp4,1,scfd,scfd:fi025,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi026.mp4,1,scfd,scfd:fi026,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi027.mp4,1,scfd,scfd:fi027,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi028.mp4,1,scfd,scfd:fi028,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi029.mp4,1,scfd,scfd:fi029,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi030.mp4,1,scfd,scfd:fi030,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi031.mp4,1,scfd,scfd:fi031,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi032.mp4,1,scfd,scfd:fi032,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi033.mp4,1,scfd,scfd:fi033,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi034.mp4,1,scfd,scfd:fi034,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi035.mp4,1,scfd,scfd:fi035,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi036.mp4,1,scfd,scfd:fi036,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi037.mp4,1,scfd,scfd:fi037,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi038.mp4,1,scfd,scfd:fi038,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi039.mp4,1,scfd,scfd:fi039,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi040.mp4,1,scfd,scfd:fi040,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi041.mp4,1,scfd,scfd:fi041,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi042.mp4,1,scfd,scfd:fi042,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi043.mp4,1,scfd,scfd:fi043,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi044.mp4,1,scfd,scfd:fi044,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi045.mp4,1,scfd,scfd:fi045,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi046.mp4,1,scfd,scfd:fi046,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi047.mp4,1,scfd,scfd:fi047,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi048.mp4,1,scfd,scfd:fi048,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi049.mp4,1,scfd,scfd:fi049,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi050.mp4,1,scfd,scfd:fi050,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi051.mp4,1,scfd,scfd:fi051,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi052.mp4,1,scfd,scfd:fi052,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi053.mp4,1,scfd,scfd:fi053,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi054.mp4,1,scfd,scfd:fi054,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi055.mp4,1,scfd,scfd:fi055,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi056.mp4,1,scfd,scfd:fi056,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi057.mp4,1,scfd,scfd:fi057,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi058.mp4,1,scfd,scfd:fi058,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi059.mp4,1,scfd,scfd:fi059,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi060.mp4,1,scfd,scfd:fi060,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi061.mp4,1,scfd,scfd:fi061,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi062.mp4,1,scfd,scfd:fi062,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi063.mp4,1,scfd,scfd:fi063,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi064.mp4,1,scfd,scfd:fi064,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi065.mp4,1,scfd,scfd:fi065,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi066.mp4,1,scfd,scfd:fi066,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi067.mp4,1,scfd,scfd:fi067,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi068.mp4,1,scfd,scfd:fi068,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi069.mp4,1,scfd,scfd:fi069,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi070.mp4,1,scfd,scfd:fi070,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi071.mp4,1,scfd,scfd:fi071,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi072.mp4,1,scfd,scfd:fi072,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi073.mp4,1,scfd,scfd:fi073,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi074.mp4,1,scfd,scfd:fi074,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi075.mp4,1,scfd,scfd:fi075,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi076.mp4,1,scfd,scfd:fi076,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi077.mp4,1,scfd,scfd:fi077,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi078.mp4,1,scfd,scfd:fi078,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi079.mp4,1,scfd,scfd:fi079,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi080.mp4,1,scfd,scfd:fi080,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi081.mp4,1,scfd,scfd:fi081,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi082.mp4,1,scfd,scfd:fi082,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi083.mp4,1,scfd,scfd:fi083,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi084.mp4,1,scfd,scfd:fi084,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi085.mp4,1,scfd,scfd:fi085,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi086.mp4,1,scfd,scfd:fi086,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi087.mp4,1,scfd,scfd:fi087,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi088.mp4,1,scfd,scfd:fi088,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi089.mp4,1,scfd,scfd:fi089,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi090.mp4,1,scfd,scfd:fi090,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi091.mp4,1,scfd,scfd:fi091,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi092.mp4,1,scfd,scfd:fi092,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi093.mp4,1,scfd,scfd:fi093,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi094.mp4,1,scfd,scfd:fi094,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi095.mp4,1,scfd,scfd:fi095,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi096.mp4,1,scfd,scfd:fi096,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi097.mp4,1,scfd,scfd:fi097,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi098.mp4,1,scfd,scfd:fi098,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi099.mp4,1,scfd,scfd:fi099,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi100.mp4,1,scfd,scfd:fi100,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi101.mp4,1,scfd,scfd:fi101,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi102.mp4,1,scfd,scfd:fi102,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi103.mp4,1,scfd,scfd:fi103,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi104.mp4,1,scfd,scfd:fi104,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi105.mp4,1,scfd,scfd:fi105,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi106.mp4,1,scfd,scfd:fi106,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi107.mp4,1,scfd,scfd:fi107,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi108.mp4,1,scfd,scfd:fi108,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi109.mp4,1,scfd,scfd:fi109,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi110.mp4,1,scfd,scfd:fi110,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi111.mp4,1,scfd,scfd:fi111,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi112.mp4,1,scfd,scfd:fi112,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi113.mp4,1,scfd,scfd:fi113,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi114.mp4,1,scfd,scfd:fi114,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi115.mp4,1,scfd,scfd:fi115,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi116.mp4,1,scfd,scfd:fi116,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi117.mp4,1,scfd,scfd:fi117,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi118.mp4,1,scfd,scfd:fi118,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi119.mp4,1,scfd,scfd:fi119,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi120.mp4,1,scfd,scfd:fi120,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi121.mp4,1,scfd,scfd:fi121,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi122.mp4,1,scfd,scfd:fi122,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi123.mp4,1,scfd,scfd:fi123,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi124.mp4,1,scfd,scfd:fi124,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi125.mp4,1,scfd,scfd:fi125,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi126.mp4,1,scfd,scfd:fi126,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi127.mp4,1,scfd,scfd:fi127,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi128.mp4,1,scfd,scfd:fi128,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi129.mp4,1,scfd,scfd:fi129,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi130.mp4,1,scfd,scfd:fi130,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi131.mp4,1,scfd,scfd:fi131,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi132.mp4,1,scfd,scfd:fi132,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi133.mp4,1,scfd,scfd:fi133,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi134.mp4,1,scfd,scfd:fi134,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi135.mp4,1,scfd,scfd:fi135,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi136.mp4,1,scfd,scfd:fi136,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi137.mp4,1,scfd,scfd:fi137,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi138.mp4,1,scfd,scfd:fi138,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi139.mp4,1,scfd,scfd:fi139,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi140.mp4,1,scfd,scfd:fi140,test,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi141.mp4,1,scfd,scfd:fi141,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi142.mp4,1,scfd,scfd:fi142,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi143.mp4,1,scfd,scfd:fi143,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi144.mp4,1,scfd,scfd:fi144,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi145.mp4,1,scfd,scfd:fi145,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi146.mp4,1,scfd,scfd:fi146,val,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi147.mp4,1,scfd,scfd:fi147,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi148.mp4,1,scfd,scfd:fi148,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi149.mp4,1,scfd,scfd:fi149,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/fight/fi150.mp4,1,scfd,scfd:fi150,train,fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi001.mp4,0,scfd,scfd:nofi001,val,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi002.mp4,0,scfd,scfd:nofi002,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi003.mp4,0,scfd,scfd:nofi003,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi004.mp4,0,scfd,scfd:nofi004,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi005.mp4,0,scfd,scfd:nofi005,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi006.mp4,0,scfd,scfd:nofi006,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi007.mp4,0,scfd,scfd:nofi007,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi008.mp4,0,scfd,scfd:nofi008,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi009.mp4,0,scfd,scfd:nofi009,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi010.mp4,0,scfd,scfd:nofi010,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi011.mp4,0,scfd,scfd:nofi011,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi012.mp4,0,scfd,scfd:nofi012,val,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi013.mp4,0,scfd,scfd:nofi013,test,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi014.mp4,0,scfd,scfd:nofi014,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi015.mp4,0,scfd,scfd:nofi015,test,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi016.mp4,0,scfd,scfd:nofi016,val,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi017.mp4,0,scfd,scfd:nofi017,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi018.mp4,0,scfd,scfd:nofi018,test,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi019.mp4,0,scfd,scfd:nofi019,test,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi020.mp4,0,scfd,scfd:nofi020,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi021.mp4,0,scfd,scfd:nofi021,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi022.mp4,0,scfd,scfd:nofi022,val,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi023.mp4,0,scfd,scfd:nofi023,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi024.mp4,0,scfd,scfd:nofi024,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi025.mp4,0,scfd,scfd:nofi025,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi026.mp4,0,scfd,scfd:nofi026,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi027.mp4,0,scfd,scfd:nofi027,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi028.mp4,0,scfd,scfd:nofi028,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi029.mp4,0,scfd,scfd:nofi029,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi030.mp4,0,scfd,scfd:nofi030,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi031.mp4,0,scfd,scfd:nofi031,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi032.mp4,0,scfd,scfd:nofi032,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi033.mp4,0,scfd,scfd:nofi033,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi034.mp4,0,scfd,scfd:nofi034,val,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi035.mp4,0,scfd,scfd:nofi035,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi036.mp4,0,scfd,scfd:nofi036,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi037.mp4,0,scfd,scfd:nofi037,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi038.mp4,0,scfd,scfd:nofi038,test,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi039.mp4,0,scfd,scfd:nofi039,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi040.mp4,0,scfd,scfd:nofi040,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi041.mp4,0,scfd,scfd:nofi041,test,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi042.mp4,0,scfd,scfd:nofi042,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi043.mp4,0,scfd,scfd:nofi043,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi044.mp4,0,scfd,scfd:nofi044,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi045.mp4,0,scfd,scfd:nofi045,val,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi046.mp4,0,scfd,scfd:nofi046,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi047.mp4,0,scfd,scfd:nofi047,test,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi048.mp4,0,scfd,scfd:nofi048,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi049.mp4,0,scfd,scfd:nofi049,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi050.mp4,0,scfd,scfd:nofi050,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi051.mp4,0,scfd,scfd:nofi051,test,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi052.mp4,0,scfd,scfd:nofi052,val,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi053.mp4,0,scfd,scfd:nofi053,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi054.mp4,0,scfd,scfd:nofi054,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi055.mp4,0,scfd,scfd:nofi055,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi056.mp4,0,scfd,scfd:nofi056,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi057.mp4,0,scfd,scfd:nofi057,val,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi058.mp4,0,scfd,scfd:nofi058,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi059.mp4,0,scfd,scfd:nofi059,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi060.mp4,0,scfd,scfd:nofi060,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi061.mp4,0,scfd,scfd:nofi061,test,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi062.mp4,0,scfd,scfd:nofi062,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi063.mp4,0,scfd,scfd:nofi063,test,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi064.mp4,0,scfd,scfd:nofi064,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi065.mp4,0,scfd,scfd:nofi065,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi066.mp4,0,scfd,scfd:nofi066,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi067.mp4,0,scfd,scfd:nofi067,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi068.mp4,0,scfd,scfd:nofi068,val,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi069.mp4,0,scfd,scfd:nofi069,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi070.mp4,0,scfd,scfd:nofi070,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi071.mp4,0,scfd,scfd:nofi071,val,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi072.mp4,0,scfd,scfd:nofi072,val,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi073.mp4,0,scfd,scfd:nofi073,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi074.mp4,0,scfd,scfd:nofi074,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi075.mp4,0,scfd,scfd:nofi075,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi076.mp4,0,scfd,scfd:nofi076,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi077.mp4,0,scfd,scfd:nofi077,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi078.mp4,0,scfd,scfd:nofi078,test,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi079.mp4,0,scfd,scfd:nofi079,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi080.mp4,0,scfd,scfd:nofi080,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi081.mp4,0,scfd,scfd:nofi081,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi082.mp4,0,scfd,scfd:nofi082,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi083.mp4,0,scfd,scfd:nofi083,test,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi084.mp4,0,scfd,scfd:nofi084,val,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi085.mp4,0,scfd,scfd:nofi085,val,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi086.mp4,0,scfd,scfd:nofi086,train,non-fight,research-only-third-party-video-rights-unverified
datasets/private/scfd/noFight/nofi087.mp4,0,scfd,scfd:nofi087,train,non-fight,research-only-third-party-video-rights-unverified
